2
1 2112 0 0  6.77972e-02  1.81852e-03  6.85204e-02 0.939566 0 -2.99801e+03 -8.46358e+03  9.68039e+03 0 0 0 
1 2112 0 0 -5.55750e-02 -1.90987e-02  8.77706e-02 0.939566 0 -2.99801e+03 -8.46358e+03  9.68039e+03 0 0 0 
1
1 2112 0 0 -9.90575e-02 -5.37537e-02 -4.64753e-03 0.939566 0 -6.45234e+01 -2.44692e+03  9.87356e+03 0 0 0 
1
1 2112 0 0  2.47357e-01 -2.22472e-01  3.43114e-02 0.939566 0  1.41894e+03  3.60036e+02  9.95248e+03 0 0 0 
2
1 2112 0 0 -2.10830e-01  1.08041e-01 -1.16827e-01 0.939566 0  9.85425e+03  7.86854e+02 -5.55117e+03 0 0 0 
1 2112 0 0  1.16707e-01 -1.76163e-01 -2.36739e-01 0.939566 0  9.85425e+03  7.86854e+02 -5.55117e+03 0 0 0 
1
1 2112 0 0  2.12677e-02 -1.00643e-02 -1.73287e-01 0.939566 0 -5.05515e+03  7.32883e+03  9.72659e+03 0 0 0 
2
1 2112 0 0 -4.76480e-02  1.33017e-01 -1.41418e-01 0.939566 0 -7.66208e+02 -9.94629e+03 -3.40184e+02 0 0 0 
1 2112 0 0  3.00964e-02  8.37870e-02 -7.70415e-02 0.939566 0 -7.66404e+02 -9.94574e+03 -3.40764e+02 0 0 0 
1
1 2112 0 0 -1.76385e-02  1.62237e-02  1.65886e-01 0.939566 0  7.32597e+03 -6.10550e+03 -1.83088e+02 0 0 0 
4
1 2112 0 0  5.61067e-01  2.78512e-01  9.48329e-03 0.939566 0  1.56369e+03 -6.78596e+02  7.84254e+03 0 0 0 
1 2112 0 0 -1.43945e-02 -5.17501e-03  1.32632e-03 0.939566 0  1.56369e+03 -6.78596e+02  7.84254e+03 0 0 0 
1 2112 0 0 -1.89650e-01 -1.59913e-02 -1.51884e-01 0.939566 0  1.59084e+03 -2.09229e+03  5.80461e+03 0 0 0 
1 2112 0 0  6.53604e-02  3.41584e-02  3.75846e-02 0.939566 0  2.39418e+03 -2.27266e+03  5.05501e+03 0 0 0 
1
1 2112 0 0 -1.61169e-01  3.18988e-02  2.78650e-02 0.939566 0  9.66524e+03 -7.44917e+02 -9.26436e+03 0 0 0 
1
1 2112 0 0 -1.62495e-01  5.74066e-02 -2.86423e-02 0.939566 0 -7.56050e+03  4.15926e+03  8.83051e+03 0 0 0 
1
1 2112 0 0  4.25363e-02  6.70839e-02 -1.58931e-02 0.939566 0  3.58580e+03  7.69324e+03  9.93949e+03 0 0 0 
1
1 2112 0 0 -2.87068e-01 -7.50371e-03 -3.43579e-02 0.939566 0  5.53714e+03  5.44880e+03  8.31053e+03 0 0 0 
2
1 2112 0 0 -4.96562e-02  4.29886e-02 -1.18434e-02 0.939566 0 -1.48123e+03  3.47583e+03  8.83441e+03 0 0 0 
1 2112 0 0  3.99680e-02 -2.71587e-02 -7.68494e-02 0.939566 0 -1.65677e+03  3.34590e+03  8.66648e+03 0 0 0 
3
1 2112 0 0  5.89345e-02 -1.39777e-01 -2.08202e-01 0.939566 0  6.89366e+03 -6.51261e+03  3.06010e+03 0 0 0 
1 2112 0 0 -1.26987e-01  7.06566e-02 -5.58258e-02 0.939566 0  6.74419e+03 -6.47784e+03  2.93897e+03 0 0 0 
1 2112 0 0  6.83015e-02 -1.32066e-01 -2.28737e-02 0.939566 0  6.40548e+03 -7.13178e+03  2.47820e+03 0 0 0 
4
1 2112 0 0  1.98372e-01  4.93015e-02 -1.87038e-02 0.939566 0  7.29351e+03  1.54343e+03  9.71579e+03 0 0 0 
1 2112 0 0 -2.02472e-02  2.19678e-02  6.24174e-02 0.939566 0  7.87249e+03  1.57710e+03  8.23951e+03 0 0 0 
1 2112 0 0 -9.64278e-03  2.21574e-02  3.58131e-04 0.939566 0  8.20302e+03  1.32174e+03  7.62220e+03 0 0 0 
